LEVEL_3_CO,ID,LEVEL_NAME,REGION_NAM,CONTINENT,THREEREALM,REALM_LONG,NEOPALEO,AREA_M2,AREA_KM2,PERIMETER,LAT,LONG,X_COORD,Y_COORD,ISISLAND,PALMSR,PalmPresAbs,srtm_alt_mean,srtm_alt_median,srtm_alt_min,srtm_alt_max,alt_min0,alt_range,soilcount,PREC_Sum,PREC_CV,P_drie_quart,Tmean_mean,T_cold_quart,Temp_SD,Tmin_cold_month,GPP_mean,GPP_median,GPP_min,GPP_max,GPP_range,GPP_SD,NPP_mean,NPP_median,NPP_min,NPP_max,NPP_range,NPP_SD,GeologicalOrigin,Geology_3categ,DistToCont_m,DistToCont_km,NearestMainland,ensLGM_Pmean,ensLGM_Tmean,ensLGM_Pano,ensLGM_Tano,ccLGM_Tmean,ccLGM_Pmean,miLGM_Tmean,miLGM_Pmean,ccAnoTmean,ccAnoTmedian,miAnoTmean,miAnoTmedian,ccAnoPmean,ccAnoPmedian,miAnoPmean,miAnoPmedian,PLIO_PREC_30s,PLIO_TEMP_30s,PLIO_P_ANOM,PLIO_T_ANOM,Plio_Wmm_mean,Plio_Cmm_mean,Mio_Prec_Mean,Mio_Temp_Mean,VelocityMean,VelocityMedian,VelocityMeanLog,CH_Extent,CH_Mean,CH_Range,CH_CV,CH_Min,CH_Max,CH_Median,CH_SD,CH_Majority,CH_Sum,CH_Variety,CH_PercCover,CH_PercQuart4
GNB,119,Guinea-Bissau,West Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,33969030247,33969.03025,2153087.564,12.0161983,-14.98748401,-1446104.068,1521918.431,0,6,1,38.1966,34,-9,272,0,272,5,1687.2327,127.1105,0.154,266.0626083,247.2263,1495.403,162.0337,10511.3,9816,0,37308,37308,4713.57,2725.91,2231,0,18530,18530,2044.67,mainland,mainland,,,,2214.1035,240.3487,-514.5996,25.6996,242.0508,1711.9377,239.1349,2716.2559,24.024,24,26.8309,27,-13.0453,-22,-1016.6055,-1003,1461.98,309.25,235.295,-43.2615,32.78,28.03,5.744,27.302,,,,1,12.481,28,0.477589135,1,29,12,5.96079,12,145204,25,0.096737983,0.009803514
GNL,120,Greenland,Subarctic America,NORTHERN AMERICA,NewWorld,Nearctic,New World,2.16119E+12,2161188.055,88784675.34,74.71895353,-41.39096667,-4011378.323,6980538.255,1,0,0,1629.5911,1799,1,3940,1,3939,1,687.0405,22.4183,139.2993,-171.7032083,-284.488,9981.8906,-325.0156,32.7638,0,0,5357,5357,205.42,368.257,163,0,3446,3446,410.924,continental,continental,667430.7439,667.4307439,QUE,368.3662,-292.5796,316.1396,121.5156,-310.2748,297.514,-274.4182,439.7748,139.4287,143,103.0358,91,387.5345,345,244.3819,172,1510.15,-121.074,-820.484,-49.9179,6.35197,-25.3939,1.947,-5.13613,9.259219365,9.275513649,0.957381041,1,,,,,,,,,,,,
GRB,121,Great Britain,Northern Europe,EUROPE,OWWest,Palearctic,Old World,2.3114E+11,231139.9205,10263522.12,54.13263653,-2.667707181,-251984.4125,5925399.505,1,0,0,167.2203,115,-15,1293,0,1293,10,973.762,18.8076,183.234,84.163,29.0001,4475.2593,-2.541,9263.11,9538,0,26023,26023,3563.86,5976.32,5795,498,16747,16249,1603.43,continental,continental,31827.1671,31.8271671,FRA,927.5689,-66.6525,44.5713,150.8485,-103.9856,893.3397,-28.8557,962.6212,188.5097,190,112.6859,112,78.6016,-17,7.7073,-96,3305.05,105.64,-2322.68,-21.1751,16.454,4.31667,2.80778,14.7073,24.99775777,23.47573566,1.259552486,1,24.145,58,0.206677573,1,59,25,4.99023,26,5172070,48,0.157918832,0.106984408
GRC,122,Greece,Southeastern Europe,EUROPE,OWWest,Palearctic,Old World,1.16981E+11,116981.4334,6843185.033,39.364701,22.66223464,2185940.832,4640548.123,0,0,0,503.4987,397,-36,2728,0,2728,7,692.7728,46.6327,67.7396,136.2711917,54.0618,6586.4556,7.8403,9797.38,9590,0,33551,33551,3783.35,5509.33,5209,463,20626,20163,1875.64,mainland,mainland,,,,680.3834,102.9563,9.9348,34.1081,103.7903,543.0883,102.4654,818.5958,33.2041,33,34.5639,35,147.3297,130,-128.2667,-143,1433.82,178.07,-744.194,-41.4143,27.2,8.65455,2.7116,17.9876,19.20116303,16.30582619,1.2112644,1,24.0775,62,0.173010072,1,63,24,4.16565,24,1758310,42,0.139973549,0.096231695
GST,123,Gulf States,Arabian Peninsula,ASIA-TEMPERATE,OWEast,Palearctic,Old World,82412416280,82412.41628,2670001.88,24.12052069,53.87450825,5198249.602,2988246.968,0,2,1,103.3848,98,-24,1800,0,1800,5,74.1131,123.9848,0.2603,270.2638167,194.7596,5505.6187,131.8194,27.2754,0,0,6968,6968,223.249,213.248,9,0,2323,2323,441.67,mainland,mainland,,,,117.7292,229.7168,-43.6283,40.5968,224.1777,52.6512,235.76,183.3266,46.14,47,34.5842,35,21.4073,18,-109.1906,-109,132.746,332.384,-58.6139,-62.2359,41.234,19.24,1.07133,29.1197,1.713628047,1.050120771,0.097252861,1,,,,,,,,,,,,
GUA,124,Guatemala,Central America,SOUTHERN AMERICA,NewWorld,Neotropics,New World,1.08993E+11,108992.6391,1814768.027,15.7023026,-90.3569493,-8718323.129,1977858.307,0,66,1,739.552,330,-12,4157,0,4157,10,1996.5117,67.7846,128.6212,229.1275667,210.1463,1312.9368,154.2216,24780.9,28239,0,35176,35176,6750.13,12202.5,11977,192,18047,17855,2878.35,mainland,mainland,,,,2137.1658,209.1328,-140.801,20.0706,207.8419,2700.4956,210.926,1574.2745,21.3685,22,18.2425,18,-704.1496,-747,421.7293,364,602.285,311.628,1395.02,-82.4876,33.0318,27.5482,3.86983,25.358,15.29457366,16.44774437,1.152184844,1,21.3674,51,0.305068001,1,52,20,6.51851,19,5105240,47,0.609468784,0.228179325
GUI,125,Guinea,West Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,2.45063E+11,245063.0045,3554301.999,10.43854094,-10.94182542,-1055443.092,1323716.925,0,10,1,441.1748,433,-13,1578,0,1578,9,1830.3448,96.4834,21.8685,256.71445,239.2947,1631.4009,142.8362,13214.9,12708,0,30718,30718,4325.08,5143.85,4855,0,14761,14761,2152.55,mainland,mainland,,,,3087.1934,231.8652,-1253.9552,24.9532,229.5992,1754.5674,234.6517,4420.0293,27.2299,28,22.1502,22,77.9034,46,-2585.709,-1959,3157.69,291.318,-1325.73,-34.5502,31.3633,26.5457,4.86144,25.7679,2.42761539,1.438017845,0.121142457,1,14.8833,31,0.413406301,1,32,17,6.15285,19,810738,32,0.063093167,0.002421894
GUY,126,Guyana,Northern South America,SOUTHERN AMERICA,NewWorld,Neotropics,New World,2.1068E+11,210679.9804,2980904.835,4.792378272,-58.97416349,-5690099.656,609785.8255,0,54,1,213.7802,131,-6,2302,0,2302,10,2030.7166,51.3412,254.5915,260.0233917,253.3295,568.0574,210.4887,24556.7,25768,0,39764,39764,5170.35,10830.4,11184,798,19607,18809,2984.97,mainland,mainland,,,,1816.1357,232.3088,215.2711,27.7676,224.8166,2035.4523,240.2796,1597.679,35.2661,36,19.768,21,-4.559,-3,435.2284,547,998.19,308.052,1032.16,-47.99,32.3529,28.8494,3.295,28.278,4.462351693,3.925599813,0.563050387,1,19.6961,51,0.25833236,1,52,20,5.08814,21,12932500,48,0.895810055,0.174192906
HAI,127,Haiti,Caribbean,SOUTHERN AMERICA,NewWorld,Neotropics,New World,27260748227,27260.74823,1524620.033,18.93894782,-72.68381472,-7013058.539,2373148.717,1,26,1,412.3029,323,-11,2524,0,2524,4,1529.7696,52.3305,143.2013,238.9592917,222.0015,1172.286,160.8903,20474.1,18522,0,42505,42505,8745.97,11527.4,10382,896,21597,20701,3936.94,continental,continental,686568.6394,686.5686394,CLM,930.8151,215.3994,594.874,24.0249,223.2425,835.7763,207.9406,1028.1494,16.1342,17,31.6526,32,691.09,709,494.8276,510,1054.45,297.21,475.557,-58.2179,30.9133,27.21,4.086,29.382,7.333136987,7.731744051,0.787380895,1,23.2712,50,0.32430515,2,52,24,7.54697,26,149308,35,0.064332411,0.035755826
HAW,128,Hawaii,North-Central Pacific,PACIFIC,NewWorld,Oceania,New World,16871494273,16871.49427,1372107.753,20.27437592,-156.3821794,-15087896.31,2533127.508,1,23,1,920.4801,654,-14,4176,0,4176,7,1709.9573,34.6634,292.5613,182.7378667,167.1754,1231.6522,121.1654,19821.8,19101,0,41395,41395,14699.4,13963.2,14181,1150,22828,21678,6636.99,volcanic,volcanic,2759743.323,2759.743323,ASK,1405.1193,174.634,305.7055,9.8798,171.9283,1324.256,177.1079,1496.8429,12.2973,13,7.6052,8,393.8113,349,204.224,130,1377.88,251.57,329.953,-68.6524,26.41,23.39,2.694,27.498,1.079032738,0.845213383,-0.056611379,1,,,,,,,,,,,,
HBI,129,Howland-Baker Is.,Southwestern Pacific,PACIFIC,OWEast,Oceania,Old World,4913753.332,4.913753332,11953.02586,0.605269282,-176.5781388,-17037367.45,77212.56314,1,0,0,0,0,0,0,0,0,1,1383,17,283,283.5,282,112,256,0,0,0,0,0,0,,,,,,,atoll,atoll,3834146.255,3834.146255,QLD,1185,268,198,16,266,966,270,1405,18,18,14,14,417,417,-22,-22,,,,,,,,,0.154930653,0.147134863,-0.847234074,1,,,,,,,,,,,,
HMD,130,Heard-McDonald Is.,Subantarctic Islands,ANTARCTIC,OWEast,Antarctica,Old World,402622330.4,402.6223304,114602.9087,-53.09067804,73.49727342,7091471.949,-5861242.987,1,0,0,683.056,503,1,2687,1,2686,1,923.9228,16.104,185.9653,0.488216667,-26.3467,2297.3347,-50.9933,85.4923,0,0,7361,7361,681.018,3203.67,3181,718,5277,4559,1540.15,volcanic,volcanic,4343556.663,4343.556663,WAU,829.9293,-29.8857,84.384,33.7493,-43.9505,801.702,-19.7291,871.0507,45.7587,48,24.9125,25,118.912,109,39.6801,36,4075.14,69.4923,-3154.02,-67.3128,0,0,0,0,,,,1,,,,,,,,,,,,
HON,131,Honduras,Central America,SOUTHERN AMERICA,NewWorld,Neotropics,New World,1.12162E+11,112161.8289,2220275.985,14.81591848,-86.62017081,-8357768.672,1869330.081,0,55,1,633.5771,602,-12,2752,0,2752,11,1726.6816,59.648,128.3273,235.8470667,216.2655,1349.1674,162.0059,24424.9,27207,0,39425,39425,7420.25,12226,12468,44,20236,20192,3170.51,mainland,mainland,,,,1628.6285,216.7065,102.8732,19.363,218.4936,2117.2002,215.365,1140.2285,17.5666,19,20.7154,21,-385.0549,-379,589.9444,575,429.705,300.908,1299.25,-65.0449,31.2978,27.3022,2.35,26.6584,0.240547091,0.240547091,-0.618799891,1,25.696,49,0.296299035,3,52,26,7.6137,30,6234520,48,0.603868726,0.410472241
HUN,132,Hungary,Middle Europe,EUROPE,OWWest,Palearctic,Old World,92988920711,92988.92071,1726350.036,47.16652227,19.41351319,1872345.7,5372114.943,0,0,0,146.6542,118,33,1011,33,978,17,587.2036,27.3277,101.0065,103.63345,-1.0392,7755.5269,-46.6696,8382.4,8343,0,17124,17124,2391.24,4718.92,4728,377,8771,8394,524.67,mainland,mainland,,,,517.8756,21.3535,69.3134,82.3148,-9.818,517.1354,53.0096,519.1207,113.4763,113,50.6815,50,70.0637,73,67.9723,59,1881.67,133.025,-1294.47,-29.3412,24.585,4.289,5.69557,20.7433,1.57195017,0.781743437,-0.009692676,1,23.6075,36,0.108131738,2,38,24,2.55272,23,1472330,26,0.132521775,0.102382617
ICE,133,Iceland,Northern Europe,EUROPE,OWWest,Palearctic,Old World,1.0295E+11,102950.0061,5273044.82,64.99764998,-18.6057026,-1795414.885,6647316.45,1,0,0,516.399,483,1,2006,1,2005,5,1180.248,18.663,222.546,11.82544167,-32.009,4029.2495,-60.3602,1665.87,984,0,11779,11779,1786.88,1438.62,1271,4,7792,7788,1100.98,volcanic,volcanic,1419818.725,1419.818725,FRA,1139.5842,-115.1895,36.6584,127.4324,-88.9038,1026.8441,-141.0455,1253.0566,101.0516,102,153.4358,151,148.3634,146,-75.352,-113,3436.74,20.2456,-2266.71,-7.78577,9.9655,-8.3285,4.17783,13.5455,23.70632747,23.09606552,1.305019866,1,22.5702,59,0.461812478,3,62,21,10.4232,19,258767,37,0.013731739,0.00631672
IDA,134,Idaho,Northwestern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,2.16451E+11,216450.6692,2479249.921,44.39671877,-114.6539269,-11060266.65,5118168.408,0,0,0,1595.2362,1577,221,3577,221,3356,8,485.4066,29.8867,76.3564,49.77428333,-54.0085,8165.0527,-121.5453,5030.61,4660,0,15599,15599,2761.9,2762.51,2648,239,9385,9146,1289.85,mainland,mainland,,,,351.5128,-32.5327,133.9032,82.3313,-24.2559,365.9262,-40.3086,337.6026,74.056,70,90.1519,80,119.497,75,147.7124,120,2694.07,98.4371,-2208.62,-48.627,23.494,-1.9164,2.37344,11.2354,7.92487883,5.957731247,0.792675412,1,26.9782,57,0.29282643,1,58,29,7.89993,30,10079600,54,0.357894132,0.280304424
ILL,135,Illinois,North-Central U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.50174E+11,150173.8272,1953656.059,40.12111514,-89.15471894,-8602280.229,4714904.98,0,0,0,190.5601,193,60,370,60,310,4,971.0332,25.6553,159.9614,108.91505,-24.5964,9796.7051,-91.0178,8473.63,8556,0,20154,20154,2656.91,4563.89,4562,590,9809,9219,770.337,mainland,mainland,,,,854.7236,-112.8788,116.2573,221.8339,-118.3999,753.5699,-106.8646,956.3032,227.3572,234,215.8138,220,217.3796,218,14.7313,29,2485.62,146.139,-1514.59,-37.1783,29.5179,-0.392857,2.27,20.5768,4.451352974,3.365660191,0.548896299,1,18.145,61,0.513798843,2,63,16,9.32288,14,146920,26,0.011959712,0.000649904
IND,136,India,Indian Subcontinent,ASIA-TROPICAL,OWEast,IndoMalay,Old World,2.66899E+12,2668994.314,12661609.92,21.72683329,78.38336127,7563260.31,2678426.611,0,43,1,308.2831,260,-63,2625,0,2625,17,1014.1923,121.7629,17.3357,259.4600917,199.604,4360.5381,119.3868,8219.03,7647,0,38445,38445,4709.73,3889.88,3610,0,18672,18672,2140.43,mainland,mainland,,,,1027.95,235.4677,-13.0472,24.0541,238.941,820.8666,232.4893,1235.5261,20.5774,21,27.0395,27,193.8359,219,-220.4617,-177,2117.08,282.739,-1102.27,-23.2227,36.0876,18.7291,4.91486,26.5349,72.35160885,74.51037216,1.850187966,1,18.7864,51,0.33036931,1,52,20,6.20645,23,7586350,39,0.040476591,0.012983477
INI,137,Indiana,Northeastern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,94754006482,94754.00648,1452054.303,39.91382309,-86.28535884,-8325620.965,4696135.723,0,0,0,227.4686,232,96,376,96,280,6,1030.6596,20.3824,195.1818,107.9133,-18.5298,9344.3799,-81.7062,9693.27,9392,0,20152,20152,2577.95,5204.75,5219,825,10306,9481,768.092,mainland,mainland,,,,880.7419,-114.8297,149.8619,222.7798,-124.5261,754.6411,-104.6408,1007.295,232.4756,234,212.601,214,275.944,286,23.3082,29,2829.14,141.046,-1798.47,-33.0863,27.4908,-0.514167,2.525,19.052,6.442555164,6.216680527,0.72771559,1,16.4843,62,0.365868736,1,63,17,6.03109,20,695903,30,0.099085334,0.001429386
IOW,138,Iowa,North-Central U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,1.45269E+11,145268.5519,1757085.113,42.07863115,-93.49640075,-9020916.919,4906761.857,0,0,0,324.0392,331,144,500,144,356,3,839.3223,46.5352,78.5306,87.19765,-61.7967,10852.6797,-134.4402,8394.09,8227,0,13201,13201,1265.96,4476.04,4379,527,6336,5809,686.334,mainland,mainland,,,,637.0688,-137.9318,202.21,225.1758,-129.6345,582.628,-145.7355,691.9883,216.8813,222,232.98,231,256.6485,250,147.3253,165,2235.88,132.848,-1396.67,-45.626,28.6518,-1.97,1.97189,18.2249,71.63098979,73.53521729,1.844117672,1,22.3814,62,0.835095213,1,63,14,18.6906,14,2641,9,0.000175036,4.45007E-05
IRE,139,Ireland,Northern Europe,EUROPE,OWWest,Palearctic,Old World,83998947465,83998.94747,3333771.148,53.4268028,-7.896535721,-762883.3424,5884631.246,1,0,0,109.7393,83,-7,909,0,909,9,1095.0316,20.514,206.4949,90.335125,46.6181,3657.9919,16.2875,11743.9,11121,0,24055,24055,3459,7044.26,6572,626,15145,14519,1694.12,continental,continental,327178.7208,327.1787208,FRA,1020.315,-13.5393,76.8351,104.3095,-36.7523,914.6875,10.1508,1126.4634,127.5821,130,80.6537,82,182.2544,168,-29.2318,-33,3970.44,125.406,-2870.56,-34.8714,16.49,7.60727,4.19157,16.1429,65.28795932,65.72116089,1.802092004,1,25.6053,55,0.216233748,1,56,26,5.53673,26,2053210,44,0.165542228,0.12404261
IRK,140,Irkutsk,Siberia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,7.73706E+11,773706.4847,8171445.32,57.09665318,106.3584488,10245324.59,6136047.724,0,0,0,618.9877,515,140,2781,140,2641,14,410.7869,63.8115,36.1637,-51.87426667,-256.3635,15309.2461,-331.5093,6178.16,6811,0,11882,11882,1901.58,3257.65,3326,142,7366,7224,818.606,mainland,mainland,,,,247.3736,-110.9936,163.4046,59.1623,-107.1623,241.2379,-114.3372,254.0009,55.3287,49,62.4957,65,169.5329,167,156.7827,162,2265.96,-7.86393,-1855.15,-43.9714,18.4756,-19.0525,2.21646,-1.66723,16.21897488,13.84033489,1.128840947,1,15.285,65,0.26453124,1,66,15,4.04336,16,48584100,49,0.649325048,0.024746893
IRN,141,Iran,Western Asia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,1.62344E+12,1623443.823,8066530.752,32.56479959,54.30141376,5247152.095,3918696.561,0,2,1,1256.0205,1234,-41,5415,0,5415,15,212.1381,85.2813,5.9265,169.4155667,62.2093,8167.2915,-10.0503,1146.98,0,0,27980,27980,2094.13,1374.44,1056,0,17243,17243,1454.83,mainland,mainland,,,,244.7,127.7438,-32.5981,41.8177,124.8513,164.6086,131.1301,325.2814,44.7081,45,38.4455,39,47.4594,44,-113.1624,-114,576.862,206.932,-364.998,-37.3835,32.4343,6.31795,1.61015,20.7478,7.264862792,6.106770277,0.752298057,1,27.2673,32,0.157619933,9,41,27,4.29787,27,1797820,29,0.00989722,0.008830236
IRQ,142,Iraq,Western Asia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,4.36281E+11,436281.1837,3405875.552,33.04800654,43.77224552,4224827.942,3984108.654,0,1,1,301.61,238,-26,3501,0,3501,10,206.2619,87.5482,0.1036,214.493725,99.1296,8771.1943,32.746,853.615,0,0,9804,9804,1233.76,776.033,579,0,3971,3971,666.132,mainland,mainland,,,,243.8748,180.2421,-37.5786,34.2898,175.5396,200.9785,185.4635,287.3105,38.9916,33,29.0617,28,5.3352,16,-81.022,-68,316.661,251.308,-110.45,-36.7572,37.4163,10.2084,1.0697,25.6468,3.951874747,2.383456469,0.428285666,1,17.48,37,0.576212815,6,43,15,10.0722,15,437,5,1.39066E-05,1.66879E-06
ITA,143,Italy,Southeastern Europe,EUROPE,OWWest,Palearctic,Old World,2.50764E+11,250764.0596,5001062.152,43.52557285,12.15509504,1179939.316,5033898.654,0,1,1,576.5327,346,-73,4498,0,4498,13,863.682,28.0568,143.6187,115.0220833,35.3384,6339.3569,-3.9807,10273.4,10676,0,33220,33220,5062.52,6422.04,6243,12,20917,20905,2064.03,mainland,mainland,,,,934.8621,70.7769,-72.7514,44.5598,52.5845,814.3011,89.4662,1055.7435,62.7995,61,25.8286,26,47.8497,53,-193.7435,-210,2168.45,143.902,-1307.94,-28.5748,23.4072,6.35138,2.31347,19.4637,9.583740705,9.615650177,0.933105631,1,25.632,58,0.202617041,1,59,25,5.19348,24,7763340,52,0.254112761,0.199488212
IVO,144,Ivory Coast,West Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,3.21362E+11,321362.0158,3538417.929,7.631725302,-5.555499924,-536022.0281,969853.0936,0,14,1,261.2318,258,-22,1484,0,1484,12,1333.6567,67.33,73.3798,262.619625,248.0739,1153.7,189.5189,17531.5,15596,0,34576,34576,5397.58,7555.67,7097,0,16659,16659,1802.33,mainland,mainland,,,,2752.6484,237.5909,-1418.812,25.0761,233.0381,1220.3175,242.6472,4285.1992,29.631,30,20.0079,20,113.5068,119,-2951.1418,-2816,4514.24,286.968,-3179.62,-24.3108,31.0378,26.2774,3.75471,26.8871,4.274100375,1.953985572,0.366972719,1,13.5669,43,0.370767825,1,44,13,5.03017,13,5676170,40,0.372295536,0.011054556
JAM,145,Jamaica,Caribbean,SOUTHERN AMERICA,NewWorld,Neotropics,New World,11038419653,11038.41965,557680.7246,18.15133064,-77.31975081,-7460274.47,2278040.632,1,10,1,329.0966,281,-11,2097,0,2097,4,1848.2108,47.6011,217.8139,238.8567333,225.0001,991.414,186.4057,29017.5,31833,0,40976,40976,9084.31,13789.4,13944,1110,20655,19545,3501.7,continental,continental,606347.6791,606.3476791,HON,1306.4054,213.5976,534.3525,25.9206,222.4707,1305.0355,205.5072,1310.1902,16.9569,17,34.2839,34,537.0326,542,525.4222,543,2390.34,299.575,-541.027,-60.6745,0,0,0,0,6.475561306,6.45771265,0.797096046,1,,,,,,,,,,,,
JAP,146,Japan,Eastern Asia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,3.70584E+11,370583.9549,12027076.12,37.60209852,138.0289769,13300579.79,4438365.568,1,2,1,390.9778,277,-30,3671,0,3671,8,1691.1136,38.296,232.2407,105.0527833,-2.4253,8448.8096,-54.2894,12317.4,13420,0,35294,35294,6777.74,7815.64,7564,370,19892,19522,2333.21,volcanic,volcanic,53383.04419,53.38304419,KOR,1051.1343,23.8704,643.5599,81.9485,-22.303,658.6597,70.475,1444.3879,128.1465,120,35.2587,36,1037.3534,1034,249.7659,233,4461.44,143.647,-2762.59,-37.9697,25.2079,2.78088,3.93385,18.5806,0.974519012,0.970341444,-0.042878677,1,24.7971,65,0.210985559,1,66,25,5.23183,29,22397600,50,0.55874584,0.400236307
JAW,147,Jawa,Malesia,ASIA-TROPICAL,OWEast,IndoMalay,Old World,1.30751E+11,130751.1062,3194125.374,-7.288626257,110.0767173,10620685.84,-927252.2543,1,46,1,327.2846,153,-46,3455,0,3455,12,2510.2398,55.0127,235.952,249.6198417,242.9529,488.5873,187.7777,20183.6,18672,0,39951,39951,7508.65,9836.28,9316,624,19984,19360,2933.09,volcanic,volcanic,917892.3256,917.8923256,WAU,2119.1335,233.391,387.627,16.4459,237.0144,2269.6443,230.2895,1969.653,12.8442,11,19.4404,20,237.5921,376,537.6646,520,9258.9,312.805,-6750.93,-63.1731,30.7067,29.7467,10.4277,29.7151,5.357031622,3.834374428,0.599097169,1,17.2098,51,0.411218608,1,52,17,7.07699,16,3627110,47,0.461398351,0.100877663
JNF,148,Juan Fernández Is.,Southern South America,SOUTHERN AMERICA,NewWorld,Neotropics,New World,151691313.9,151.6913139,80757.28697,-33.66269881,-79.53772424,-7674245.148,-4057185.919,1,1,1,29.8989,3,1,506,1,505,1,996.4888,60.6573,90.9382,153.4747167,124.4719,2427.5225,81.191,1670.8,0,0,28211,28211,5394.62,10573.8,12609,3712,18528,14816,4833.59,volcanic,volcanic,617316.5756,617.3165756,CLC,1129.509,132.6216,-133.073,21.191,121.4054,994.536,144.2658,1264.2838,32.5112,32,8.5087,9,0.618,-7,-267.8439,-244,826.009,181.112,172.852,-27.6923,0,0,0,0,1.844454816,1.055538833,0.04990319,1,,,,,,,,,,,,
KAM,149,Kamchatka,Russian Far East,ASIA-TEMPERATE,OWEast,Palearctic,Old World,4.64216E+11,464215.6195,8543607.322,58.92828775,163.0080118,15691665.48,6244824.999,0,0,0,396.2035,305,-12,4734,0,4734,8,601.0552,34.9109,90.0653,-52.75316667,-180.9826,10790.6953,-228.1875,3715.07,3851,0,9547,9547,1452.66,2080,2036,39,6189,6150,694.613,mainland,mainland,,,,453.7218,-50.1308,147.2401,-2.3562,-45.3527,461.6859,-54.4156,446.2639,-7.1402,-6,1.9308,3,139.3077,137,154.6939,125,2553.92,-25.6125,-1953.24,-26.9922,11.2299,-16.9776,3.1161,4.24496,,,,1,14.7631,58,0.480618569,1,59,14,7.09542,13,1198410,44,0.026246682,0.002975611
KAN,150,Kansas,North-Central U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,2.11983E+11,211983.1924,2035622.903,38.48363463,-98.36925056,-9491205.1,4554937.441,0,0,0,583.4881,507,216,1219,216,1003,9,705.6666,52.1967,60.556,123.7424083,-4.0783,9694.2617,-86.1948,7089.87,7200,0,14433,14433,1723.89,4017.98,3913,429,6998,6569,842.596,mainland,mainland,,,,986.7588,-63.9384,-281.1017,187.7151,-70.2981,808.4917,-57.0934,1165.5491,194.0703,196,180.8767,184,-102.7962,-113,-459.8642,-444,1906.15,158.819,-1200.49,-35.037,31.7352,0.479524,1.76725,18.044,0.381468194,0.251213759,-0.664038405,1,,,,,,,,,,,,
KAZ,151,Kazakhstan,Middle Asia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,2.7234E+12,2723396.798,14102880.51,48.1600427,67.30130018,6490919.241,5435744.73,0,0,0,350.0952,249,-173,5983,0,5983,20,250.7087,33.4548,37.2173,56.724275,-112.3637,12871.2178,-171.8495,2568.24,2264,0,16216,16216,1616.89,1595.07,1382,0,8342,8342,814.425,mainland,mainland,,,,197.5246,-20.4037,53.1844,77.1678,-27.5012,218.413,-12.8202,177.1402,84.2605,82,69.5865,72,32.2971,33,73.5691,71,1162.01,110.968,-911.311,-54.194,26.938,-4.43,1.43975,14.1573,54.75545481,53.46862984,1.721563855,1,15.7705,48,0.39097619,2,50,15,6.16589,15,1135300,40,0.005118271,0.000447206
KEG,152,Kerguelen,Subantarctic Islands,ANTARCTIC,OWEast,Antarctica,Old World,7464215788,7464.215788,1194212.399,-49.288752,69.47951933,6703772.495,-5554692.406,1,0,0,256.0679,206,1,1792,1,1791,1,784.084,11.4233,172.7211,35.27264167,9.5095,2175.8787,-17.3727,1891.97,0,0,13545,13545,2626.94,2999.26,2755,371,9760,9389,1730.99,volcanic,volcanic,4028452.427,4028.452427,NAT,764.7496,6.775,16.8829,29.5608,0.4345,758.2181,13.4316,772.0851,35.8111,36,23.0835,23,23.7451,24,8.8588,11,4373.3,84.4935,-3591.06,-49.1131,9.16,6.13,0,0,21.56212664,20.96208572,1.229157192,1,,,,,,,,,,,,
KEN,153,Kenya,East Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,5.81884E+11,581883.6823,3802620.339,0.529780176,37.85786442,3652765.448,67468.23558,0,7,1,788.1522,589,-3,4725,0,4725,24,604.4007,84.4218,46.7221,242.1682583,228.0666,1014.967,162.9872,8139.97,6200,0,41190,41190,6429.65,4602.17,3208,0,21476,21476,3781.69,mainland,mainland,,,,581.6641,212.9548,23.0198,29.2672,211.3958,620.2939,215.0302,543.4272,30.832,33,27.178,29,-15.5832,39,61.2717,-19,1844.78,267.88,-1239.77,-25.6688,27.2136,23.6921,2.06621,25.239,2.742587015,1.414214134,0.260428249,1,14.1131,43,0.462876335,1,44,15,6.53262,17,816525,35,0.028665851,0.001912015
